sat,tothrs,colgpa,athlete,verbmath,hsize,hsrank,hsperc,female,while,black,hsizesq
1140,82,3.79,0,.72727001,1.86,7,3.7634411,0,1,0,3.4596
1040,15,3.0599999,0,.92593002,2.3800001,11,4.6218491,1,1,0,5.6644001
1050,15,2.46,0,.81033999,2.3800001,31,13.02521,0,1,0,5.6644001
1320,17,4,0,.91303998,2.3800001,1,.4201681,0,1,0,5.6644001
850,47,2.6300001,0,.80851001,1.89,28,14.81481,1,1,0,3.5720999
950,103,2.53,1,.69643003,1.48,18,12.16216,0,1,0,2.1903999
1100,116,3.1600001,0,.66667002,1.48,46,31.081079,0,1,0,2.1903999
1290,15,4,0,.69736999,2.3800001,6,2.521008,0,1,0,5.6644001
960,113,2.95,0,.71429002,1.48,4,2.702703,1,1,0,2.1903999
1050,13,1.76,0,.90908998,2.3800001,41,17.226891,0,1,0,5.6644001
890,44,2.8599999,0,.74510002,1.89,39,20.63492,1,1,0,3.5720999
1020,78,1.97,0,1.04,1.78,35,19.66292,0,1,0,3.1684
1110,74,2.21,0,1.01818,1.78,12,6.7415729,0,1,0,3.1684
960,19,2.21,0,1,2.3800001,38,15.96639,1,1,0,5.6644001
930,14,2.71,0,.69090998,2.3800001,98,41.176472,0,1,0,5.6644001
1190,46,2.8199999,0,.98333001,1.89,7,3.7037041,1,1,0,3.5720999
980,13,2.76,1,.88462001,2.3800001,46,19.32773,0,1,0,5.6644001
1230,17,4,0,.80882001,2.3800001,5,2.1008401,0,1,0,5.6644001
940,17,2.52,0,.84314001,2.3800001,36,15.12605,0,1,0,5.6644001
1040,43,3.1600001,0,.76270998,1.89,63,33.333328,0,1,0,3.5720999
960,75,3.3199999,0,.88235003,1.5,8,5.333333,0,1,0,2.25
1060,108,2.3599999,0,1,1.5,35,23.33333,0,1,0,2.25
1280,17,3.47,0,.70666999,2.3800001,17,7.1428571,0,1,0,5.6644001
1340,17,4,0,.86110997,2.3800001,8,3.3613451,0,1,0,5.6644001
1050,85,1.77,0,.94444001,1.78,34,19.10112,0,1,0,3.1684
1100,47,2.3099999,0,.80328,1.89,24,12.69841,0,1,0,3.5720999
980,15,3.73,0,1.04167,2.3800001,10,4.2016811,1,1,0,5.6644001
1130,49,2.9100001,0,.79364997,1.89,10,5.2910051,0,1,0,3.5720999
1140,83,2.6199999,0,.86884999,.63,3,4.7619052,1,1,0,.3969
1000,11,2.3599999,0,1.17391,.23,9,39.13044,0,1,0,.052900001
1060,17,1.05,0,1.12,.23,7,30.43478,0,1,0,.052900001
1190,73,3.5599999,0,.77612001,4.9400001,9,1.821862,0,1,0,24.403601
1090,47,2.72,0,.94643003,3.96,18,4.545455,1,1,0,15.6816
640,95,1.92,1,.82857001,5.3400002,165,30.89888,0,0,1,28.5156
880,78,2.2,0,.60000002,4.0100002,27,6.7331672,1,1,0,16.080099
1020,42,1.92,0,.69999999,3.96,33,8.333333,0,0,1,15.6816
1010,43,1.53,0,.83635998,3.96,37,9.3434343,1,0,1,15.6816
1410,68,3.72,0,.98592001,4.0900002,5,1.222494,0,1,0,16.7281
820,60,2.3599999,0,.86364001,4.3400002,59,13.59447,1,1,0,18.8356
880,15,.52999997,0,.83332998,4.1300001,53,12.83293,0,1,0,17.0569
1010,13,2.6099999,0,1.06122,4.1300001,49,11.86441,1,1,0,17.0569
1240,92,2.5699999,0,.9375,4.0900002,25,6.1124701,0,0,1,16.7281
890,18,1.61,0,1.17073,4.1300001,94,22.76029,1,1,0,17.0569
960,20,1.6,0,.77778,4.1300001,123,29.78208,0,1,0,17.0569
1140,48,3.04,0,1.1509399,3.96,9,2.272727,1,1,0,15.6816
900,90,3.0599999,0,.91488999,4.0100002,77,19.202,1,1,0,16.080099
950,113,3.55,0,.72727001,4.0900002,14,3.4229829,1,1,0,16.7281
910,104,3.6099999,0,.93616998,4.0900002,45,11.00245,1,1,0,16.7281
1150,79,2.9400001,0,.82539999,4.0900002,16,3.9119799,1,0,1,16.7281
1030,18,2.1099999,0,.87273002,4.1300001,52,12.5908,0,1,0,17.0569
1070,17,2,0,.72580999,4.1300001,36,8.7167072,0,1,0,17.0569
850,14,1.28,0,.88889003,4.1300001,183,44.309929,0,1,0,17.0569
960,99,1.92,0,.71429002,4.0900002,40,9.7799511,0,1,0,16.7281
1030,45,3.9300001,0,.63492,3.96,4,1.010101,1,0,1,15.6816
1030,17,2.5799999,0,.80702001,4.1300001,24,5.8111382,1,1,0,17.0569
1040,52,3.28,0,1,3.96,26,6.5656571,1,1,0,15.6816
1110,48,3.29,0,1.05556,3.96,5,1.2626261,1,1,0,15.6816
950,75,2.5,0,.69643003,4.0100002,14,3.491272,1,1,0,16.080099
960,90,3.0599999,0,.92000002,4.0100002,40,9.9750624,0,1,0,16.080099
900,107,2.79,0,.69810998,4.0900002,66,16.136921,0,1,0,16.7281
950,73,2.28,0,.69643003,4.9400001,83,16.80162,0,1,0,24.403601
1040,64,2.73,0,.85714,4.0100002,22,5.4862838,1,1,0,16.080099
1020,50,2.54,0,.72881001,3.96,10,2.5252531,0,1,0,15.6816
910,17,1.23,0,1.45946,4.1300001,44,10.65375,1,1,0,17.0569
890,16,1.62,0,.77999997,.79000002,1,1.265823,1,0,1,.62410003
1200,50,3.3800001,0,.73913002,2.75,10,3.636364,0,1,0,7.5625
780,14,1.92,0,.85714,3.2,38,11.875,1,1,0,10.24
950,17,2.8800001,0,.75926,3.2,9,2.8125,1,1,0,10.24
950,17,2.9400001,0,.82691997,2.76,3,1.086957,1,0,1,7.6176
730,65,2.52,0,.65908998,2.76,35,12.68116,0,0,1,7.6176
880,13,2.6099999,0,1.2,3.2,14,4.375,1,1,0,10.24
1280,81,3.3199999,0,.75342,2.76,3,1.086957,0,1,0,7.6176
1100,71,2.46,0,.86440998,3.8,98,25.789471,0,1,0,14.44
890,70,2.47,0,.85417002,1.0599999,14,13.20755,0,1,0,1.1236
1110,46,1.95,0,1.05556,1.02,14,13.72549,1,0,0,1.0404
1130,65,3.3299999,0,.82257998,1.03,4,3.8834951,0,1,0,1.0609
920,75,3.3599999,0,.70370001,1.03,11,10.67961,0,1,0,1.0609
1120,17,3.1700001,0,.69696999,3.05,18,5.901639,0,0,0,9.3024998
1070,44,2.3800001,0,.75410002,2.7,41,15.18519,0,1,0,7.29
1180,13,2.3,0,.78788,2.7,3,1.111111,0,0,0,7.29
1140,84,3.0999999,0,.80952001,3.25,10,3.0769229,0,0,0,10.5625
870,41,2.48,0,1.63636,2.7,44,16.296301,1,1,0,7.29
1210,88,2.9400001,0,.95161003,3.25,13,4,0,1,0,10.5625
1090,72,3.04,0,.62686998,3.5,27,7.7142859,0,1,0,12.25
990,75,2.78,0,.80000001,3.25,8,2.461539,0,0,0,10.5625
1110,51,2.74,0,.88135999,3.6800001,16,4.347826,1,0,0,13.5424
940,115,2.3699999,0,1.08889,2.6099999,40,15.32567,1,1,0,6.8120999
1150,45,3.6400001,0,.71641999,3.6800001,6,1.630435,0,1,0,13.5424
1000,17,3.1700001,0,.81818002,3.5799999,11,3.0726261,0,1,0,12.8164
980,83,2.8499999,0,.81480998,2.6099999,7,2.6819921,0,1,0,6.8120999
930,14,2.6400001,0,1.02174,3.5799999,42,11.73184,1,0,0,12.8164
1150,17,2.9400001,0,.88524997,3.5799999,3,.83798891,0,0,0,12.8164
860,13,2.0699999,0,.86957002,3.5799999,108,30.167601,1,1,0,12.8164
910,15,2.3299999,0,.85714,.89999998,15,16.66667,0,1,0,.81
960,14,.63999999,0,1,.91000003,20,21.97802,0,1,0,.82810003
900,13,.92000002,0,.875,1.98,66,33.333328,1,1,0,3.9203999
1250,113,3.23,0,1.15517,2.26,4,1.769912,1,1,0,5.1076002
1180,50,3.26,0,.81537998,2.1900001,8,3.6529679,0,1,0,4.7961001
860,84,2.0699999,0,1.15,2.23,26,11.65919,0,1,0,4.9728999
1050,33,4,0,.94444001,2.1900001,2,.91324198,1,1,0,4.7961001
1010,17,3,0,.83635998,1.98,10,5.0505052,0,1,0,3.9203999
1190,15,2.3299999,0,.72464001,1.98,3,1.515152,1,1,0,3.9203999
1020,40,2.77,0,.82143003,2.1900001,14,6.392694,0,1,0,4.7961001
1290,49,2.9300001,0,.76712,2.1900001,6,2.7397261,0,1,0,4.7961001
910,118,2.3800001,0,.78430998,2.26,69,30.53097,1,1,0,5.1076002
1210,17,3.8199999,0,.77941,1.98,1,.50505048,0,1,0,3.9203999
990,100,2.4300001,0,.59676999,2.26,57,25.221239,0,1,0,5.1076002
970,107,2.0699999,0,.70174998,2.26,58,25.663719,0,1,0,5.1076002
940,112,2.25,0,1.2381001,2.26,35,15.48673,1,1,0,5.1076002
1310,47,3.9300001,0,.81944001,2.1900001,4,1.826484,0,1,0,4.7961001
1000,16,2.1800001,0,.81818002,1.98,24,12.12121,1,1,0,3.9203999
1060,45,2.3299999,0,.68254,2.1900001,18,8.2191782,1,1,0,4.7961001
1000,81,2.03,0,.85184997,2.23,77,34.529148,0,1,0,4.9728999
1010,119,3.3499999,0,.62902999,2.26,12,5.3097339,1,1,0,5.1076002
950,79,2.6900001,0,.75926,2.23,21,9.4170408,1,1,0,4.9728999
1080,46,2.97,0,.83051002,1.12,35,31.25,0,1,0,1.2544
920,51,1.74,0,.80391997,1.95,27,13.84615,1,0,1,3.8025
1220,15,2.46,0,.82090002,2,9,4.5,0,1,0,4
1040,122,3.1400001,0,.7931,1.92,7,3.645833,1,1,0,3.6863999
880,81,2.49,0,.75999999,1.77,3,1.6949151,1,1,0,3.1329
850,118,1.92,0,.57406998,1.92,16,8.333333,0,1,0,3.6863999
910,80,2.76,0,.89582998,1.77,18,10.16949,0,0,1,3.1329
1170,59,2.6099999,1,1.0526299,2.3,13,5.652174,0,1,0,5.29
1150,15,3.0599999,0,.79688001,2,2,1,1,0,1,4
990,16,2.1199999,0,.80000001,2,23,11.5,0,1,0,4
1000,11,2.72,0,.85184997,2,9,4.5,1,1,0,4
1050,132,2.8900001,0,.875,.1,1,10,1,1,0,.0099999998
1160,15,1.73,0,.90164,.1,6,60,0,1,0,.0099999998
1150,126,3.1500001,0,.88524997,.1,6,60,0,1,0,.0099999998
1030,11,2.72,0,.94340003,.1,7,70,0,1,0,.0099999998
820,47,1.91,0,1.05,2.0899999,49,23.444981,1,1,0,4.3681002
1140,136,2.1800001,0,.80952001,2.4000001,32,13.33333,1,1,0,5.7600002
1140,16,4,0,.86884999,2.1900001,11,5.022831,1,1,0,4.7961001
980,100,3.1600001,0,1.04167,2.2,56,25.45455,1,1,0,4.8400002
1130,42,3.45,0,.82257998,2.0899999,39,18.66029,0,1,0,4.3681002
1010,114,3.1400001,0,.90565997,2.4000001,12,5,1,1,0,5.7600002
1080,85,3.5,0,1,2.2,11,5,1,1,0,4.8400002
960,39,2.3,0,.62712002,2.24,17,7.5892859,1,1,0,5.0176001
1020,48,3.0799999,0,.69999999,2.0899999,20,9.5693779,1,1,0,4.3681002
880,44,2.54,0,.41935,2.0899999,58,27.7512,1,1,0,4.3681002
970,17,3.23,0,.90196002,2.1900001,12,5.4794521,0,1,0,4.7961001
830,79,2.6900001,0,.84443998,2.2,17,7.727273,1,1,0,4.8400002
1300,81,3.24,0,.85714,2.2,6,2.727273,1,1,0,4.8400002
980,76,2.6700001,0,1.04167,2.2,47,21.36364,1,1,0,4.8400002
1220,85,2.21,0,.82090002,2.2,39,17.72727,0,1,0,4.8400002
940,90,1.8,0,1.08889,2.4000001,77,32.083328,1,1,0,5.7600002
1120,14,2.78,0,.75,2.1900001,46,21.00457,1,1,0,4.7961001
970,80,2.3800001,0,.86537999,2.2,72,32.727268,1,1,0,4.8400002
1090,88,2.25,0,.94643003,2.4000001,62,25.83333,0,1,0,5.7600002
1090,10,1.6,0,.91228002,2.2,78,35.45454,0,1,0,4.8400002
1150,64,3.01,0,.66667002,2.2,61,27.72727,0,1,0,4.8400002
950,75,1.85,0,.61017001,2.2,51,23.18182,1,1,0,4.8400002
1040,57,1.45,0,1.16667,2.4000001,44,18.33333,0,1,0,5.7600002
1290,14,4,0,.95455003,2.1900001,2,.91324198,1,1,0,4.7961001
1080,107,2.76,0,1,2.4000001,38,15.83333,1,1,0,5.7600002
1250,16,3.4300001,0,.83824003,2.1900001,4,1.826484,1,1,0,4.7961001
810,64,3.3099999,0,1.07692,2.0899999,21,10.04785,1,0,1,4.3681002
980,15,2.4000001,0,.71929997,1.91,36,18.848169,1,1,0,3.6480999
700,14,1.28,1,.75,1.91,124,64.921463,0,0,1,3.6480999
1030,47,2.27,0,.68852001,2.1099999,41,19.43128,0,1,0,4.4520998
950,39,2.0699999,0,.75926,2.1099999,79,37.440762,0,1,0,4.4520998
970,16,2.4300001,0,.73214,1.91,20,10.4712,0,1,0,3.6480999
1070,16,2.25,0,.94545001,1.91,16,8.3769636,0,1,0,3.6480999
1050,88,1.79,0,.90908998,1.73,8,4.6242781,1,1,0,2.9928999
1030,16,1.1799999,0,.94340003,1.91,37,19.371731,0,0,1,3.6480999
1180,48,3.5999999,0,.71013999,2.1099999,14,6.6350708,0,0,0,4.4520998
930,11,2.54,0,1.21429,1.91,50,26.178011,1,1,0,3.6480999
1280,17,3.05,0,.80282003,1.91,1,.52356023,0,1,0,3.6480999
990,60,2.8099999,0,1.1521699,2.1099999,53,25.118481,1,1,0,4.4520998
1330,49,3.8499999,0,.98506999,2.1099999,3,1.421801,0,1,0,4.4520998
880,11,1.36,0,1,1.91,53,27.74869,0,1,0,3.6480999
1140,65,3.47,0,.70148998,2.1099999,4,1.895735,0,1,0,4.4520998
850,120,2.6700001,0,.84783,1.2,26,21.66667,0,1,0,1.4400001
1060,122,2.3499999,0,1.20833,1.2,2,1.666667,1,1,0,1.4400001
1030,48,2.3499999,0,.74576002,.36000001,8,22.222219,0,1,0,.1296
960,52,2.8599999,0,.81132001,.36000001,6,16.66667,1,1,0,.1296
990,37,2.6199999,0,.90385002,.36000001,18,50,0,1,0,.1296
980,114,3.22,0,.81480998,.23,5,21.73913,0,1,0,.052900001
1030,65,2.3800001,0,.58462,.25,12,48,0,1,0,.0625
940,44,2.77,0,.80769002,.36000001,11,30.555559,1,1,0,.1296
1230,88,2.8499999,0,.86364001,.33000001,3,9.090909,1,1,0,.1089
1120,43,2.3,0,.89831001,.36000001,8,22.222219,0,1,0,.1296
1020,110,3,0,.88889003,.23,8,34.782612,1,1,0,.052900001
1110,128,3.6400001,0,.79031998,1.76,3,1.704545,0,1,0,3.0976
1340,46,2.28,0,.83561999,1.25,3,2.4000001,0,1,0,1.5625
950,80,2.9100001,0,1.11111,1.76,14,7.954545,1,1,0,3.0976
1100,88,2.6500001,0,.92982,1.21,8,6.6115699,1,1,0,1.4641
1000,13,1.6900001,0,1.08333,.37,21,56.75676,0,1,0,.13689999
1240,52,3.8399999,0,.87879002,.40000001,1,2.5,0,1,0,.16
1000,46,2.5599999,0,.88678998,.40000001,9,22.5,0,1,0,.16
1020,129,2.5,0,1.08163,.38999999,12,30.76923,0,1,0,.1521
1010,111,3.1800001,0,.87036997,2.76,46,16.66667,1,1,0,7.6176
980,12,2.75,0,.88462001,3.24,41,12.65432,1,1,0,10.4976
860,15,3,0,.82979,3.24,78,24.07407,1,1,0,10.4976
1020,106,3.3599999,0,.67212999,2.76,15,5.434783,0,1,0,7.6176
990,48,2.27,0,1.1521699,2.3800001,59,24.789921,1,1,0,5.6644001
910,40,2.72,0,1.16667,2.3800001,73,30.67227,0,1,0,5.6644001
1130,116,2.6500001,0,.91525,2.76,85,30.7971,0,1,0,7.6176
930,119,2.3099999,0,1.0666699,2.76,64,23.18841,1,1,0,7.6176
1170,18,2.6600001,0,.82813001,3.24,67,20.67901,0,1,0,10.4976
1020,14,3,0,.78947002,3.24,193,59.567902,0,1,0,10.4976
1080,92,3.9300001,0,.83051002,2.76,9,3.26087,0,1,0,7.6176
960,16,1.8099999,0,1,3.24,125,38.58025,0,1,0,10.4976
810,15,.86000001,0,.80000001,3.24,105,32.40741,0,1,0,10.4976
810,117,2.1099999,0,.88371998,2.76,104,37.68116,1,0,1,7.6176
880,16,2.5,0,1.14634,3.24,34,10.49383,1,1,0,10.4976
1190,76,3.4300001,0,.67606002,2.8299999,8,2.8268549,0,1,0,8.0088997
1160,124,2.7,0,.87097001,2.76,37,13.4058,0,1,0,7.6176
950,99,2.3199999,0,.55738002,2.76,31,11.23188,0,1,0,7.6176
1080,11,3.27,0,.80000001,3.24,16,4.938272,1,1,0,10.4976
1020,15,2.3299999,0,1,3.24,236,72.839508,0,1,0,10.4976
1170,50,3.24,0,1.25,2.3800001,8,3.3613451,1,1,0,5.6644001
900,104,2.51,0,.91488999,2.76,106,38.4058,1,1,0,7.6176
1180,12,3.1600001,0,.87301999,3.24,37,11.41975,0,1,0,10.4976
1150,18,3.1600001,0,1.01754,3.23,18,5.5727549,1,1,0,10.4329
1270,16,2,0,1.08197,3.24,142,43.82716,0,1,0,10.4976
1090,13,1.15,0,.94643003,3.24,149,45.987659,0,1,0,10.4976
1050,16,.87,0,.77965999,3.24,80,24.69136,0,1,0,10.4976
1170,45,3.9100001,0,.91803002,2.3800001,5,2.1008401,1,1,0,5.6644001
1050,11,2.6300001,0,.98113,3.24,111,34.259258,1,1,0,10.4976
1080,49,3.3199999,0,.92856997,2.3800001,44,18.487391,1,1,0,5.6644001
1140,119,2.9000001,0,.96552002,2.76,20,7.246377,0,1,0,7.6176
1010,13,2.76,0,1.10417,2.3599999,77,32.627121,1,1,0,5.5696001
1110,14,3.5699999,0,.85000002,3.22,5,1.5527951,0,1,0,10.3684
1010,43,2.2,0,.83635998,2.3800001,24,10.08403,0,0,1,5.6644001
1290,17,3.8199999,0,1.01563,3.24,6,1.8518521,0,1,0,10.4976
1030,44,1.9,0,.74576002,2.3800001,95,39.91597,0,1,0,5.6644001
1250,17,2.1099999,0,.89393997,3.24,20,6.1728401,0,1,0,10.4976
1110,59,1.91,0,.73438001,2.3800001,67,28.15126,0,1,0,5.6644001
1060,51,3.1900001,0,.85965002,2.3800001,19,7.9831929,0,1,0,5.6644001
1070,78,3.29,0,.75410002,2.8299999,10,3.5335691,1,1,0,8.0088997
890,47,2.8199999,0,.97777998,.12,2,16.66667,1,1,0,.0144
910,119,3.3299999,0,1.21951,.1,1,10,1,1,0,.0099999998
1130,17,2.4100001,0,.76563001,.12,3,25,0,1,0,.0144
1020,59,2.6199999,0,.61905003,.11,4,36.36364,0,1,0,.0121
1240,61,2.8299999,0,.87879002,5.7399998,14,2.439024,0,1,0,32.947601
900,42,1.88,0,.95652002,5.5599999,88,15.82734,1,1,0,30.913601
900,48,2.52,0,.73076999,5.5599999,34,6.115108,1,1,0,30.913601
860,19,2.05,0,.82979,5.7399998,195,33.97213,0,1,0,32.947601
950,14,2.4200001,0,.82691997,5.2600002,134,25.475281,1,1,0,27.667601
1160,51,2.3499999,0,.56756997,5.0300002,60,11.92843,0,1,0,25.3009
1140,73,2.1500001,0,.83871001,5.0300002,55,10.93439,0,1,0,25.3009
1010,78,1.96,0,.80356997,5.0300002,73,14.51292,1,0,1,25.3009
990,40,1.77,0,.67796999,5.5599999,195,35.071941,0,0,0,30.913601
1120,13,2,0,.80645001,5.2600002,61,11.59696,0,1,0,27.667601
1070,17,2.6400001,0,.57353002,5.2600002,46,8.7452469,0,1,0,27.667601
1020,15,1.2,0,.69999999,5.2600002,78,14.8289,1,1,0,27.667601
1030,48,1.75,0,1.0599999,5.5599999,163,29.316549,0,1,0,30.913601
990,16,2.75,0,.98000002,5.2600002,52,9.885932,1,1,0,27.667601
930,49,2.4200001,0,.9375,5.5599999,76,13.66906,0,1,0,30.913601
790,47,2.3099999,0,.97500002,5.5599999,51,9.1726618,1,1,0,30.913601
1090,19,3.6300001,0,.94643003,5.2600002,16,3.0418251,1,1,0,27.667601
1020,114,2.5899999,0,.85455,5.3899999,53,9.833024,1,1,0,29.052099
1220,56,2.9100001,0,.84847999,5.5599999,36,6.4748201,1,1,0,30.913601
1010,106,2.52,0,.74137998,5.3899999,217,40.259739,0,1,0,29.052099
1090,18,1.61,0,.65152001,5.2600002,125,23.764259,0,1,0,27.667601
900,15,.80000001,0,.83673,5.2600002,173,32.889729,0,1,0,27.667601
1120,45,1.77,0,.89831001,5.3800001,128,23.791821,0,1,0,28.944401
950,15,1,0,.97917002,5.2600002,125,23.764259,0,1,0,27.667601
790,15,2.5999999,0,.92682999,5.5599999,176,31.65468,0,1,0,30.913601
1130,116,3.1099999,0,1.0545501,5.3899999,32,5.9369202,0,1,0,29.052099
1080,110,2.3699999,1,.56522,5.3899999,152,28.200371,0,1,0,29.052099
1140,13,2.46,0,.78125,5.2600002,76,14.44867,0,1,0,27.667601
970,87,2.29,0,.73214,5.3899999,171,31.72542,0,1,0,29.052099
980,17,3.23,0,.95999998,5.2600002,18,3.4220531,1,1,0,27.667601
970,15,2.6600001,0,1.02083,5.2600002,23,4.372623,1,1,0,27.667601
930,95,2.0599999,0,.86000001,5.3899999,109,20.222639,0,1,0,29.052099
820,15,2.1300001,1,.90697998,5.2600002,160,30.418249,1,0,1,27.667601
1220,56,2.6400001,0,.96774,5.0300002,59,11.72962,0,1,0,25.3009
1100,68,2.5,0,.86440998,5.0300002,88,17.495029,0,1,0,25.3009
1170,17,2.7,0,.80000001,5.7399998,24,4.1811848,0,1,0,32.947601
1040,111,2.03,0,.67742002,5.3899999,47,8.7198505,1,1,0,29.052099
1140,14,.28,0,.72727001,5.2600002,140,26.615971,0,1,0,27.667601
890,74,2.1600001,0,1.11905,5.0300002,66,13.12127,0,1,0,25.3009
1230,14,1.71,0,.86364001,5.2600002,45,8.5551329,0,1,0,27.667601
840,124,2.6199999,0,.82608998,5.3899999,124,23.005569,1,1,0,29.052099
1000,51,2.1300001,0,.81818002,5.5599999,37,6.654676,0,1,0,30.913601
1020,43,2.23,0,.69999999,5.5599999,75,13.48921,0,1,0,30.913601
1160,107,2.0699999,0,1.03509,5.3899999,38,7.0500932,0,1,0,29.052099
750,119,2.49,0,1.08333,5.3899999,70,12.98701,1,1,0,29.052099
740,17,2.6400001,0,.80488002,1.3200001,36,27.27273,0,1,0,1.7424001
910,90,2.8800001,0,.78430998,1.01,7,6.9306931,0,1,0,1.0201
1200,118,3.52,0,.81818002,.94,1,1.06383,0,1,0,.8836
1140,15,3.46,0,1.0727299,1.3200001,4,3.030303,1,1,0,1.7424001
930,18,3,0,.75471997,1.3200001,20,15.15152,0,1,0,1.7424001
990,48,2.8099999,0,.90385002,1.01,24,23.762381,0,1,0,1.0201
880,42,2.5,0,.72548997,1.78,24,13.48315,0,1,0,3.1684
1120,16,3.25,0,.93102998,1.96,41,20.918369,0,1,0,3.8415999
790,114,2.6600001,0,.92682999,1.92,9,4.6875,1,1,0,3.6863999
950,114,2.29,0,.58332998,1.92,15,7.8125,0,1,0,3.6863999
970,17,2.8800001,0,.76363999,1.96,24,12.2449,1,1,0,3.8415999
1170,79,2.5799999,0,.98304999,1.71,1,.5847953,1,1,0,2.9240999
840,91,2.74,0,.95349002,2.3,37,16.08696,0,1,0,5.29
960,87,2.9100001,0,1,1.92,18,9.375,0,1,0,3.6863999
970,18,2.05,0,.67241001,1.96,29,14.79592,0,1,0,3.8415999
1080,13,3.53,0,.80000001,1.96,36,18.36735,1,1,0,3.8415999
860,48,2.75,0,.59258997,1.78,22,12.35955,1,1,0,3.1684
1040,48,2.8299999,0,.67742002,1.78,12,6.7415729,1,1,0,3.1684
980,117,2.0799999,0,1.17778,1.92,32,16.66667,1,1,0,3.6863999
1130,118,2.02,0,1.30612,2.5,101,40.400002,0,0,0,6.25
990,87,3.51,0,.94117999,2.04,60,29.41176,0,1,0,4.1616001
1010,16,2.8099999,0,.83635998,2.3699999,58,24.47257,1,1,0,5.6169
1010,45,3.4000001,0,1.19565,2.3800001,18,7.563025,1,1,0,5.6644001
1090,14,2,0,.78688997,2.3699999,117,49.367088,0,1,0,5.6169
1090,17,2.52,0,1.0566,2.3699999,48,20.25316,1,1,0,5.6169
840,17,2.6400001,0,.90908998,2.3699999,84,35.443039,1,1,0,5.6169
1310,44,2.29,0,.92646998,2.3800001,147,61.764709,0,1,0,5.6644001
830,40,2.05,0,.84443998,2.3800001,70,29.41176,0,1,0,5.6644001
1100,15,4,0,1.03704,2.3699999,17,7.172996,1,1,0,5.6169
970,16,3.8099999,0,.25974,2.3699999,25,10.54852,0,0,0,5.6169
1010,15,3.5999999,0,.98039001,2.3699999,21,8.8607597,1,1,0,5.6169
1170,16,4,0,.74627,2.3699999,12,5.0632911,0,1,0,5.6169
1090,50,3.3599999,0,1.01852,2.3800001,55,23.10924,1,1,0,5.6644001
1040,16,3.1800001,0,.82455999,2.3699999,38,16.033751,1,1,0,5.6169
1080,79,2.9400001,0,.80000001,2.51,18,7.1713152,1,1,0,6.3000998
1010,48,3.2,0,.68333,2.3800001,46,19.32773,0,1,0,5.6644001
1070,17,1.76,0,.87718999,2.3699999,127,53.586498,0,1,0,5.6169
1060,47,2.9100001,0,1,2.3800001,38,15.96639,1,1,0,5.6644001
1310,78,3.03,0,.95521998,2.51,29,11.55379,1,1,0,6.3000998
1050,15,2.8599999,0,1.1428601,2.3699999,88,37.130798,1,1,0,5.6169
1090,108,3.53,0,.78688997,2.04,16,7.8431368,1,1,0,4.1616001
880,15,3.2,0,1,2.3699999,66,27.848101,1,1,0,5.6169
1070,47,2.6099999,0,.91070998,2.3800001,45,18.90756,1,1,0,5.6644001
1290,17,3.4100001,0,.89705998,2.3699999,11,4.6413498,1,1,0,5.6169
1120,16,2,0,1,2.3699999,49,20.67511,1,1,0,5.6169
1110,73,2.75,0,.81967002,2.51,90,35.856579,0,1,0,6.3000998
1090,77,2.22,0,1.0566,2.04,88,43.13726,1,1,0,4.1616001
960,45,2.4400001,0,1,2.3800001,54,22.689079,1,1,0,5.6644001
930,18,3.22,0,.9375,2.3699999,58,24.47257,1,1,0,5.6169
1210,18,3.1600001,0,.80597001,2.3699999,49,20.67511,0,1,0,5.6169
1300,67,2.23,0,1,2.51,61,24.30279,0,1,0,6.3000998
1040,16,2.1800001,0,.73333001,2.3699999,140,59.071732,0,1,0,5.6169
1050,15,1.66,0,.98113,2.3699999,83,35.021099,0,1,0,5.6169
990,82,2.7,0,.83332998,2.51,34,13.54582,1,1,0,6.3000998
810,107,2.53,0,.7234,2.04,31,15.19608,0,1,0,4.1616001
1010,133,2.54,0,.90565997,2.04,36,17.64706,0,1,0,4.1616001
900,13,2.53,0,.80000001,2.46,109,44.308941,0,1,0,6.0516
1180,45,3.3299999,0,.78788,2.3800001,17,7.1428571,0,1,0,5.6644001
980,86,3.01,0,.88462001,2.51,62,24.701191,1,1,0,6.3000998
940,49,2.0599999,0,.74074,2.3800001,63,26.470591,0,1,0,5.6644001
1110,14,3.21,0,1.01818,.41,2,4.8780489,0,1,0,.1681
1080,18,1.38,0,.71429002,.50999999,8,15.68627,0,1,0,.26010001
870,46,3.54,0,.70587999,.30000001,1,3.333333,1,1,0,.090000004
830,78,2.98,0,.84443998,1.39,16,11.51079,1,1,0,1.9321001
930,92,3.21,0,.75471997,1.39,1,.71942449,0,1,0,1.9321001
1150,74,3.3499999,0,1.01754,1.39,3,2.158273,1,1,0,1.9321001
790,76,3.01,0,.79544997,1.39,13,9.3525181,1,1,0,1.9321001
1000,39,2.05,0,1.2222199,1.76,31,17.61364,0,1,0,3.0976
1050,47,2.0999999,0,.77965999,1.76,56,31.81818,0,1,0,3.0976
870,90,2.74,0,.67308003,1.39,9,6.4748201,1,1,0,1.9321001
1180,52,3.21,0,1.1071399,1.76,19,10.79545,0,1,0,3.0976
830,122,1.99,0,1.1282099,1.6,21,13.125,1,1,0,2.5599999
1050,13,1.38,0,.875,1.65,14,8.484848,1,1,0,2.7225001
1060,16,1.25,0,.73769999,.60000002,6,10,0,0,1,.36000001
