SAT,TOTHRS,COLGPA,ATHLETE,VERBMATH,HSIZE,HSRANK,HSPERC,FEMALE,BLACK,WHITE
1260,113,3.29,0,1.13559,2.72,4,1.470588,1,0,1
870,43,2.06,0,0.97727,2.68,15,5.597015,1,1,0
970,77,2.45,0,1.36585,2.72,49,18.01471,0,0,1
870,42,2.61,0,0.93333,2.68,13,4.850746,0,0,1
1130,53,3.18,0,0.82258,2.68,4,1.492537,1,0,1
860,44,2.84,0,1.15,3.03,114,37.62376,0,0,1
950,13,0.76,0,0.93878,2.68,26,9.701492,1,0,1
890,51,2.17,0,0.78,2.68,30,11.19403,0,0,1
1050,117,3.5,0,0.81034,2.72,2,0.7352941,0,0,1
940,17,1.52,0,0.67857,2.68,71,26.49254,0,0,1
950,17,2.76,0,0.97917,2.68,16,5.970149,0,0,1
1020,113,2.13,0,0.75862,2.72,139,51.10294,0,0,1
1180,17,3.41,0,0.78788,2.68,12,4.477612,0,0,1
690,16,1.75,0,0.91667,3.15,160,50.79365,1,0,1
770,78,2.88,0,0.925,2.75,60,21.81818,1,0,1
1030,48,3.62,0,0.60938,2.68,14,5.223881,0,0,1
1020,106,2.3,0,1.125,2.72,40,14.70588,0,0,1
1120,38,1.92,0,1,2.68,18,6.716418,0,0,1
730,15,1.53,0,1.02778,3.09,75,24.27184,0,0,1
780,101,2.24,0,0.95,3.14,30,9.55414,1,0,1
890,120,2.65,0,0.71154,2.72,31,11.39706,1,0,1
930,17,2.17,0,0.97872,2.68,67,25,0,0,1
1060,77,2.09,0,0.79661,2.75,31,11.27273,1,0,1
840,15,1.53,0,0.86667,2.68,105,39.1791,1,0,1
1090,12,1.5,0,0.73016,2.68,69,25.74627,0,0,1
800,115,2.48,0,1.05128,2.72,54,19.85294,1,0,1
1140,107,2.23,0,1.11111,2.72,22,8.088235,0,0,1
830,111,2.6,0,0.72917,2.72,37,13.60294,1,0,1
880,74,2.33,0,1.25641,3.03,13,4.290429,1,0,1
1460,17,2.94,0,0.94667,3.57,2,0.5602241,0,0,1
1030,47,3.17,0,0.87273,2.95,32,10.84746,0,0,1
970,47,1.87,0,0.86538,2.68,37,13.80597,1,0,1
900,85,2.95,0,1.25,3.01,9,2.990033,1,0,1
1010,15,1.93,0,0.98039,0.12,2,16.66667,1,0,1
1040,83,2.77,0,1.03922,0.11,2,18.18182,1,0,1
870,17,3.47,0,0.85106,0.1,6,60,0,0,1
910,46,2.32,0,0.71698,0.11,2,18.18182,0,0,1
720,18,2.44,0,0.8,2.08,50,24.03846,0,0,1
1000,13,1.92,0,1,2.08,38,18.26923,1,1,0
1180,70,3.78,0,0.71014,1.85,2,1.081081,0,0,1
960,51,1.92,0,0.74545,2.05,65,31.70732,0,0,1
860,13,2.38,0,0.7551,2.08,59,28.36539,0,1,0
1060,16,3.25,0,0.89286,2.08,10,4.807693,0,0,1
1120,15,2.73,0,0.86667,2.08,4,1.923077,1,0,1
820,40,1.67,0,1,2.05,36,17.56098,1,0,1
880,13,2.38,0,0.91304,2.08,6,2.884615,1,1,0
1060,17,2.82,0,0.92727,2.08,12,5.769231,0,0,1
940,73,2.13,0,0.95833,1.85,26,14.05405,1,1,0
940,17,3.58,0,0.70909,0.85,1,1.176471,1,1,0
740,41,1.41,0,0.7619,1.26,4,3.174603,1,1,0
990,11,2.63,0,0.94118,0.37,16,43.24324,0,0,1
1180,115,3.66,0,0.78788,0.25,2,8,1,0,1
950,73,3.06,0,0.82692,0.27,8,29.62963,0,0,1
950,119,2.26,0,0.86275,0.25,14,56,0,0,1
970,78,3.67,0,0.90196,0.27,5,18.51852,1,0,1
1130,18,3.61,0,0.94828,2.89,3,1.038062,0,0,1
1280,18,3.22,0,0.77778,2.89,11,3.806228,0,0,1
970,15,2.86,0,0.97959,2.89,50,17.30104,0,0,1
830,41,2.02,1,0.80435,2.45,73,29.79592,0,0,1
1000,101,2.71,0,1.12766,2.63,46,17.49049,1,0,1
870,46,2.82,0,0.97727,2.52,25,9.920635,1,0,1
1020,88,2.28,0,0.82143,3.05,19,6.229508,0,0,1
1190,15,4,0,1.08772,2.89,7,2.422145,0,0,1
900,46,3.13,0,0.875,3.05,18,5.901639,1,0,1
1100,45,2.46,0,0.96429,2.52,22,8.730159,0,0,1
780,20,1.95,0,1.22857,2.89,87,30.10381,0,0,1
870,42,2.47,0,0.93333,2.52,40,15.87302,1,0,1
1130,52,1.71,0,0.68657,2.62,90,34.35115,0,0,1
1020,15,2,0,0.92453,2.75,96,34.90909,0,0,1
990,81,2.69,0,0.76786,2.5,25,10,0,0,1
1030,32,3.46,0,0.71667,2.28,3,1.315789,1,0,0
970,117,2.47,0,0.7963,2.52,12,4.761905,1,0,1
1170,76,2.51,0,0.91803,2.5,34,13.6,0,0,1
1060,111,2.85,0,0.70968,2.52,19,7.539682,0,0,1
1120,110,2.58,0,1,2.52,15,5.952381,0,0,1
820,14,1.85,0,0.82222,2.75,78,28.36364,1,0,1
860,13,2.38,0,0.95455,2.75,49,17.81818,1,0,1
980,47,2.78,0,0.88462,2.28,12,5.263158,1,0,1
1100,81,3.54,0,0.83333,2.5,6,2.4,0,0,1
1140,90,3.73,0,0.72727,2.5,9,3.6,0,0,1
950,15,1.86,0,0.82692,2.75,23,8.363636,1,0,1
1040,100,2.23,0,0.7931,2.52,7,2.777778,1,0,1
820,16,2.25,0,1,2.75,45,16.36364,1,0,1
1060,47,3.51,0,0.7377,2.28,6,2.631579,1,0,1
880,16,2.56,0,0.72549,2.75,83,30.18182,1,0,1
1340,109,3.44,0,1.06154,2.52,1,0.3968254,1,0,1
1060,43,2.18,0,0.7377,2.28,58,25.4386,0,0,1
1050,39,2.74,0,0.84211,2.28,26,11.40351,0,0,1
1080,16,3.31,0,0.86207,2.75,21,7.636364,0,0,1
990,43,2.18,0,0.86792,2.28,36,15.78947,0,0,1
920,15,2.8,0,0.80392,2.75,39,14.18182,1,0,1
1050,42,2.21,0,0.90909,2.28,84,36.84211,0,0,1
720,102,2.08,0,0.71429,2.46,13,5.284553,1,1,0
770,75,2.22,0,0.75,2.57,26,10.11673,0,1,0
1190,17,2.41,0,0.80303,1.96,6,3.061224,0,1,0
870,124,2.58,0,0.70588,1.5,34,22.66667,0,0,1
1140,82,3.79,0,0.72727,1.86,7,3.763441,0,0,1
1040,15,3.06,0,0.92593,2.38,11,4.621849,1,0,1
1050,15,2.46,0,0.81034,2.38,31,13.02521,0,0,1
1320,17,4,0,0.91304,2.38,1,0.4201681,0,0,1
850,47,2.63,0,0.80851,1.89,28,14.81481,1,0,1
950,103,2.53,1,0.69643,1.48,18,12.16216,0,0,1
1100,116,3.16,0,0.66667,1.48,46,31.08108,0,0,1
1290,15,4,0,0.69737,2.38,6,2.521008,0,0,1
960,113,2.95,0,0.71429,1.48,4,2.702703,1,0,1
1050,13,1.76,0,0.90909,2.38,41,17.22689,0,0,1
890,44,2.86,0,0.7451,1.89,39,20.63492,1,0,1
1020,78,1.97,0,1.04,1.78,35,19.66292,0,0,1
1110,74,2.21,0,1.01818,1.78,12,6.741573,0,0,1
960,19,2.21,0,1,2.38,38,15.96639,1,0,1
930,14,2.71,0,0.69091,2.38,98,41.17647,0,0,1
1190,46,2.82,0,0.98333,1.89,7,3.703704,1,0,1
980,13,2.76,1,0.88462,2.38,46,19.32773,0,0,1
1230,17,4,0,0.80882,2.38,5,2.10084,0,0,1
940,17,2.52,0,0.84314,2.38,36,15.12605,0,0,1
1040,43,3.16,0,0.76271,1.89,63,33.33333,0,0,1
960,75,3.32,0,0.88235,1.5,8,5.333333,0,0,1
1060,108,2.36,0,1,1.5,35,23.33333,0,0,1
1280,17,3.47,0,0.70667,2.38,17,7.142857,0,0,1
1340,17,4,0,0.86111,2.38,8,3.361345,0,0,1
1050,85,1.77,0,0.94444,1.78,34,19.10112,0,0,1
1100,47,2.31,0,0.80328,1.89,24,12.69841,0,0,1
980,15,3.73,0,1.04167,2.38,10,4.201681,1,0,1
1130,49,2.91,0,0.79365,1.89,10,5.291005,0,0,1
1140,83,2.62,0,0.86885,0.63,3,4.761905,1,0,1
1000,11,2.36,0,1.17391,0.23,9,39.13044,0,0,1
1060,17,1.05,0,1.12,0.23,7,30.43478,0,0,1
1190,73,3.56,0,0.77612,4.94,9,1.821862,0,0,1
1090,47,2.72,0,0.94643,3.96,18,4.545455,1,0,1
640,95,1.92,1,0.82857,5.34,165,30.89888,0,1,0
880,78,2.2,0,0.6,4.01,27,6.733167,1,0,1
1020,42,1.92,0,0.7,3.96,33,8.333333,0,1,0
1010,43,1.53,0,0.83636,3.96,37,9.343434,1,1,0
1410,68,3.72,0,0.98592,4.09,5,1.222494,0,0,1
820,60,2.36,0,0.86364,4.34,59,13.59447,1,0,1
880,15,0.53,0,0.83333,4.13,53,12.83293,0,0,1
1010,13,2.61,0,1.06122,4.13,49,11.86441,1,0,1
1240,92,2.57,0,0.9375,4.09,25,6.11247,0,1,0
890,18,1.61,0,1.17073,4.13,94,22.76029,1,0,1
960,20,1.6,0,0.77778,4.13,123,29.78208,0,0,1
1140,48,3.04,0,1.15094,3.96,9,2.272727,1,0,1
900,90,3.06,0,0.91489,4.01,77,19.202,1,0,1
950,113,3.55,0,0.72727,4.09,14,3.422983,1,0,1
910,104,3.61,0,0.93617,4.09,45,11.00245,1,0,1
1150,79,2.94,0,0.8254,4.09,16,3.91198,1,1,0
1030,18,2.11,0,0.87273,4.13,52,12.5908,0,0,1
1070,17,2,0,0.72581,4.13,36,8.716707,0,0,1
850,14,1.28,0,0.88889,4.13,183,44.30993,0,0,1
960,99,1.92,0,0.71429,4.09,40,9.779951,0,0,1
1030,45,3.93,0,0.63492,3.96,4,1.010101,1,1,0
1030,17,2.58,0,0.80702,4.13,24,5.811138,1,0,1
1040,52,3.28,0,1,3.96,26,6.565657,1,0,1
1110,48,3.29,0,1.05556,3.96,5,1.262626,1,0,1
950,75,2.5,0,0.69643,4.01,14,3.491272,1,0,1
960,90,3.06,0,0.92,4.01,40,9.975062,0,0,1
900,107,2.79,0,0.69811,4.09,66,16.13692,0,0,1
950,73,2.28,0,0.69643,4.94,83,16.80162,0,0,1
1040,64,2.73,0,0.85714,4.01,22,5.486284,1,0,1
1020,50,2.54,0,0.72881,3.96,10,2.525253,0,0,1
910,17,1.23,0,1.45946,4.13,44,10.65375,1,0,1
890,16,1.62,0,0.78,0.79,1,1.265823,1,1,0
1200,50,3.38,0,0.73913,2.75,10,3.636364,0,0,1
780,14,1.92,0,0.85714,3.2,38,11.875,1,0,1
950,17,2.88,0,0.75926,3.2,9,2.8125,1,0,1
950,17,2.94,0,0.82692,2.76,3,1.086957,1,1,0
730,65,2.52,0,0.65909,2.76,35,12.68116,0,1,0
880,13,2.61,0,1.2,3.2,14,4.375,1,0,1
1280,81,3.32,0,0.75342,2.76,3,1.086957,0,0,1
1100,71,2.46,0,0.86441,3.8,98,25.78947,0,0,1
890,70,2.47,0,0.85417,1.06,14,13.20755,0,0,1
1110,46,1.95,0,1.05556,1.02,14,13.72549,1,0,0
1130,65,3.33,0,0.82258,1.03,4,3.883495,0,0,1
920,75,3.36,0,0.7037,1.03,11,10.67961,0,0,1
1120,17,3.17,0,0.69697,3.05,18,5.901639,0,0,0
1070,44,2.38,0,0.7541,2.7,41,15.18519,0,0,1
1180,13,2.3,0,0.78788,2.7,3,1.111111,0,0,0
1140,84,3.1,0,0.80952,3.25,10,3.076923,0,0,0
870,41,2.48,0,1.63636,2.7,44,16.2963,1,0,1
1210,88,2.94,0,0.95161,3.25,13,4,0,0,1
1090,72,3.04,0,0.62687,3.5,27,7.714286,0,0,1
990,75,2.78,0,0.8,3.25,8,2.461539,0,0,0
1110,51,2.74,0,0.88136,3.68,16,4.347826,1,0,0
940,115,2.37,0,1.08889,2.61,40,15.32567,1,0,1
1150,45,3.64,0,0.71642,3.68,6,1.630435,0,0,1
1000,17,3.17,0,0.81818,3.58,11,3.072626,0,0,1
980,83,2.85,0,0.81481,2.61,7,2.681992,0,0,1
930,14,2.64,0,1.02174,3.58,42,11.73184,1,0,0
1150,17,2.94,0,0.88525,3.58,3,0.8379889,0,0,0
860,13,2.07,0,0.86957,3.58,108,30.1676,1,0,1
910,15,2.33,0,0.85714,0.9,15,16.66667,0,0,1
960,14,0.64,0,1,0.91,20,21.97802,0,0,1
900,13,0.92,0,0.875,1.98,66,33.33333,1,0,1
1250,113,3.23,0,1.15517,2.26,4,1.769912,1,0,1
1180,50,3.26,0,0.81538,2.19,8,3.652968,0,0,1
860,84,2.07,0,1.15,2.23,26,11.65919,0,0,1
1050,33,4,0,0.94444,2.19,2,0.913242,1,0,1
1010,17,3,0,0.83636,1.98,10,5.050505,0,0,1
1190,15,2.33,0,0.72464,1.98,3,1.515152,1,0,1
1020,40,2.77,0,0.82143,2.19,14,6.392694,0,0,1
1290,49,2.93,0,0.76712,2.19,6,2.739726,0,0,1
910,118,2.38,0,0.78431,2.26,69,30.53097,1,0,1
1210,17,3.82,0,0.77941,1.98,1,0.5050505,0,0,1
990,100,2.43,0,0.59677,2.26,57,25.22124,0,0,1
970,107,2.07,0,0.70175,2.26,58,25.66372,0,0,1
940,112,2.25,0,1.2381,2.26,35,15.48673,1,0,1
1310,47,3.93,0,0.81944,2.19,4,1.826484,0,0,1
1000,16,2.18,0,0.81818,1.98,24,12.12121,1,0,1
1060,45,2.33,0,0.68254,2.19,18,8.219178,1,0,1
1000,81,2.03,0,0.85185,2.23,77,34.52915,0,0,1
1010,119,3.35,0,0.62903,2.26,12,5.309734,1,0,1
950,79,2.69,0,0.75926,2.23,21,9.417041,1,0,1
1080,46,2.97,0,0.83051,1.12,35,31.25,0,0,1
920,51,1.74,0,0.80392,1.95,27,13.84615,1,1,0
1220,15,2.46,0,0.8209,2,9,4.5,0,0,1
1040,122,3.14,0,0.7931,1.92,7,3.645833,1,0,1
880,81,2.49,0,0.76,1.77,3,1.694915,1,0,1
850,118,1.92,0,0.57407,1.92,16,8.333333,0,0,1
910,80,2.76,0,0.89583,1.77,18,10.16949,0,1,0
1170,59,2.61,1,1.05263,2.3,13,5.652174,0,0,1
1150,15,3.06,0,0.79688,2,2,1,1,1,0
990,16,2.12,0,0.8,2,23,11.5,0,0,1
1000,11,2.72,0,0.85185,2,9,4.5,1,0,1
1050,132,2.89,0,0.875,0.1,1,10,1,0,1
1160,15,1.73,0,0.90164,0.1,6,60,0,0,1
1150,126,3.15,0,0.88525,0.1,6,60,0,0,1
1030,11,2.72,0,0.9434,0.1,7,70,0,0,1
820,47,1.91,0,1.05,2.09,49,23.44498,1,0,1
1140,136,2.18,0,0.80952,2.4,32,13.33333,1,0,1
1140,16,4,0,0.86885,2.19,11,5.022831,1,0,1
980,100,3.16,0,1.04167,2.2,56,25.45455,1,0,1
1130,42,3.45,0,0.82258,2.09,39,18.66029,0,0,1
1010,114,3.14,0,0.90566,2.4,12,5,1,0,1
1080,85,3.5,0,1,2.2,11,5,1,0,1
960,39,2.3,0,0.62712,2.24,17,7.589286,1,0,1
1020,48,3.08,0,0.7,2.09,20,9.569378,1,0,1
880,44,2.54,0,0.41935,2.09,58,27.7512,1,0,1
970,17,3.23,0,0.90196,2.19,12,5.479452,0,0,1
830,79,2.69,0,0.84444,2.2,17,7.727273,1,0,1
1300,81,3.24,0,0.85714,2.2,6,2.727273,1,0,1
980,76,2.67,0,1.04167,2.2,47,21.36364,1,0,1
1220,85,2.21,0,0.8209,2.2,39,17.72727,0,0,1
940,90,1.8,0,1.08889,2.4,77,32.08333,1,0,1
1120,14,2.78,0,0.75,2.19,46,21.00457,1,0,1
970,80,2.38,0,0.86538,2.2,72,32.72727,1,0,1
1090,88,2.25,0,0.94643,2.4,62,25.83333,0,0,1
1090,10,1.6,0,0.91228,2.2,78,35.45454,0,0,1
1150,64,3.01,0,0.66667,2.2,61,27.72727,0,0,1
950,75,1.85,0,0.61017,2.2,51,23.18182,1,0,1
1040,57,1.45,0,1.16667,2.4,44,18.33333,0,0,1
1290,14,4,0,0.95455,2.19,2,0.913242,1,0,1
1080,107,2.76,0,1,2.4,38,15.83333,1,0,1
1250,16,3.43,0,0.83824,2.19,4,1.826484,1,0,1
810,64,3.31,0,1.07692,2.09,21,10.04785,1,1,0
980,15,2.4,0,0.7193,1.91,36,18.84817,1,0,1
700,14,1.28,1,0.75,1.91,124,64.92146,0,1,0
1030,47,2.27,0,0.68852,2.11,41,19.43128,0,0,1
950,39,2.07,0,0.75926,2.11,79,37.44076,0,0,1
970,16,2.43,0,0.73214,1.91,20,10.4712,0,0,1
1070,16,2.25,0,0.94545,1.91,16,8.376964,0,0,1
1050,88,1.79,0,0.90909,1.73,8,4.624278,1,0,1
1030,16,1.18,0,0.9434,1.91,37,19.37173,0,1,0
1180,48,3.6,0,0.71014,2.11,14,6.635071,0,0,0
930,11,2.54,0,1.21429,1.91,50,26.17801,1,0,1
1280,17,3.05,0,0.80282,1.91,1,0.5235602,0,0,1
990,60,2.81,0,1.15217,2.11,53,25.11848,1,0,1
1330,49,3.85,0,0.98507,2.11,3,1.421801,0,0,1
880,11,1.36,0,1,1.91,53,27.74869,0,0,1
1140,65,3.47,0,0.70149,2.11,4,1.895735,0,0,1
850,120,2.67,0,0.84783,1.2,26,21.66667,0,0,1
1060,122,2.35,0,1.20833,1.2,2,1.666667,1,0,1
1030,48,2.35,0,0.74576,0.36,8,22.22222,0,0,1
960,52,2.86,0,0.81132,0.36,6,16.66667,1,0,1
990,37,2.62,0,0.90385,0.36,18,50,0,0,1
980,114,3.22,0,0.81481,0.23,5,21.73913,0,0,1
1030,65,2.38,0,0.58462,0.25,12,48,0,0,1
940,44,2.77,0,0.80769,0.36,11,30.55556,1,0,1
1230,88,2.85,0,0.86364,0.33,3,9.090909,1,0,1
1120,43,2.3,0,0.89831,0.36,8,22.22222,0,0,1
1020,110,3,0,0.88889,0.23,8,34.78261,1,0,1
1110,128,3.64,0,0.79032,1.76,3,1.704545,0,0,1
1340,46,2.28,0,0.83562,1.25,3,2.4,0,0,1
950,80,2.91,0,1.11111,1.76,14,7.954545,1,0,1
1100,88,2.65,0,0.92982,1.21,8,6.61157,1,0,1
1000,13,1.69,0,1.08333,0.37,21,56.75676,0,0,1
1240,52,3.84,0,0.87879,0.4,1,2.5,0,0,1
1000,46,2.56,0,0.88679,0.4,9,22.5,0,0,1
1020,129,2.5,0,1.08163,0.39,12,30.76923,0,0,1
1010,111,3.18,0,0.87037,2.76,46,16.66667,1,0,1
980,12,2.75,0,0.88462,3.24,41,12.65432,1,0,1
860,15,3,0,0.82979,3.24,78,24.07407,1,0,1
1020,106,3.36,0,0.67213,2.76,15,5.434783,0,0,1
990,48,2.27,0,1.15217,2.38,59,24.78992,1,0,1
910,40,2.72,0,1.16667,2.38,73,30.67227,0,0,1
1130,116,2.65,0,0.91525,2.76,85,30.7971,0,0,1
930,119,2.31,0,1.06667,2.76,64,23.18841,1,0,1
1170,18,2.66,0,0.82813,3.24,67,20.67901,0,0,1
1020,14,3,0,0.78947,3.24,193,59.5679,0,0,1
1080,92,3.93,0,0.83051,2.76,9,3.26087,0,0,1
960,16,1.81,0,1,3.24,125,38.58025,0,0,1
810,15,0.86,0,0.8,3.24,105,32.40741,0,0,1
810,117,2.11,0,0.88372,2.76,104,37.68116,1,1,0
880,16,2.5,0,1.14634,3.24,34,10.49383,1,0,1
1190,76,3.43,0,0.67606,2.83,8,2.826855,0,0,1
1160,124,2.7,0,0.87097,2.76,37,13.4058,0,0,1
950,99,2.32,0,0.55738,2.76,31,11.23188,0,0,1
1080,11,3.27,0,0.8,3.24,16,4.938272,1,0,1
1020,15,2.33,0,1,3.24,236,72.83951,0,0,1
1170,50,3.24,0,1.25,2.38,8,3.361345,1,0,1
900,104,2.51,0,0.91489,2.76,106,38.4058,1,0,1
1180,12,3.16,0,0.87302,3.24,37,11.41975,0,0,1
1150,18,3.16,0,1.01754,3.23,18,5.572755,1,0,1
1270,16,2,0,1.08197,3.24,142,43.82716,0,0,1
1090,13,1.15,0,0.94643,3.24,149,45.98766,0,0,1
1050,16,0.87,0,0.77966,3.24,80,24.69136,0,0,1
1170,45,3.91,0,0.91803,2.38,5,2.10084,1,0,1
1050,11,2.63,0,0.98113,3.24,111,34.25926,1,0,1
1080,49,3.32,0,0.92857,2.38,44,18.48739,1,0,1
1140,119,2.9,0,0.96552,2.76,20,7.246377,0,0,1
1010,13,2.76,0,1.10417,2.36,77,32.62712,1,0,1
1110,14,3.57,0,0.85,3.22,5,1.552795,0,0,1
1010,43,2.2,0,0.83636,2.38,24,10.08403,0,1,0
1290,17,3.82,0,1.01563,3.24,6,1.851852,0,0,1
1030,44,1.9,0,0.74576,2.38,95,39.91597,0,0,1
1250,17,2.11,0,0.89394,3.24,20,6.17284,0,0,1
1110,59,1.91,0,0.73438,2.38,67,28.15126,0,0,1
1060,51,3.19,0,0.85965,2.38,19,7.983193,0,0,1
1070,78,3.29,0,0.7541,2.83,10,3.533569,1,0,1
890,47,2.82,0,0.97778,0.12,2,16.66667,1,0,1
910,119,3.33,0,1.21951,0.1,1,10,1,0,1
1130,17,2.41,0,0.76563,0.12,3,25,0,0,1
1020,59,2.62,0,0.61905,0.11,4,36.36364,0,0,1
1240,61,2.83,0,0.87879,5.74,14,2.439024,0,0,1
900,42,1.88,0,0.95652,5.56,88,15.82734,1,0,1
900,48,2.52,0,0.73077,5.56,34,6.115108,1,0,1
860,19,2.05,0,0.82979,5.74,195,33.97213,0,0,1
950,14,2.42,0,0.82692,5.26,134,25.47528,1,0,1
1160,51,2.35,0,0.56757,5.03,60,11.92843,0,0,1
1140,73,2.15,0,0.83871,5.03,55,10.93439,0,0,1
1010,78,1.96,0,0.80357,5.03,73,14.51292,1,1,0
990,40,1.77,0,0.67797,5.56,195,35.07194,0,0,0
1120,13,2,0,0.80645,5.26,61,11.59696,0,0,1
1070,17,2.64,0,0.57353,5.26,46,8.745247,0,0,1
1020,15,1.2,0,0.7,5.26,78,14.8289,1,0,1
1030,48,1.75,0,1.06,5.56,163,29.31655,0,0,1
990,16,2.75,0,0.98,5.26,52,9.885932,1,0,1
930,49,2.42,0,0.9375,5.56,76,13.66906,0,0,1
790,47,2.31,0,0.975,5.56,51,9.172662,1,0,1
1090,19,3.63,0,0.94643,5.26,16,3.041825,1,0,1
1020,114,2.59,0,0.85455,5.39,53,9.833024,1,0,1
1220,56,2.91,0,0.84848,5.56,36,6.47482,1,0,1
1010,106,2.52,0,0.74138,5.39,217,40.25974,0,0,1
1090,18,1.61,0,0.65152,5.26,125,23.76426,0,0,1
900,15,0.8,0,0.83673,5.26,173,32.88973,0,0,1
1120,45,1.77,0,0.89831,5.38,128,23.79182,0,0,1
950,15,1,0,0.97917,5.26,125,23.76426,0,0,1
790,15,2.6,0,0.92683,5.56,176,31.65468,0,0,1
1130,116,3.11,0,1.05455,5.39,32,5.93692,0,0,1
1080,110,2.37,1,0.56522,5.39,152,28.20037,0,0,1
1140,13,2.46,0,0.78125,5.26,76,14.44867,0,0,1
970,87,2.29,0,0.73214,5.39,171,31.72542,0,0,1
980,17,3.23,0,0.96,5.26,18,3.422053,1,0,1
970,15,2.66,0,1.02083,5.26,23,4.372623,1,0,1
930,95,2.06,0,0.86,5.39,109,20.22264,0,0,1
820,15,2.13,1,0.90698,5.26,160,30.41825,1,1,0
1220,56,2.64,0,0.96774,5.03,59,11.72962,0,0,1
1100,68,2.5,0,0.86441,5.03,88,17.49503,0,0,1
1170,17,2.7,0,0.8,5.74,24,4.181185,0,0,1
1040,111,2.03,0,0.67742,5.39,47,8.719851,1,0,1
1140,14,0.28,0,0.72727,5.26,140,26.61597,0,0,1
890,74,2.16,0,1.11905,5.03,66,13.12127,0,0,1
1230,14,1.71,0,0.86364,5.26,45,8.555133,0,0,1
840,124,2.62,0,0.82609,5.39,124,23.00557,1,0,1
1000,51,2.13,0,0.81818,5.56,37,6.654676,0,0,1
1020,43,2.23,0,0.7,5.56,75,13.48921,0,0,1
1160,107,2.07,0,1.03509,5.39,38,7.050093,0,0,1
750,119,2.49,0,1.08333,5.39,70,12.98701,1,0,1
740,17,2.64,0,0.80488,1.32,36,27.27273,0,0,1
910,90,2.88,0,0.78431,1.01,7,6.930693,0,0,1
1200,118,3.52,0,0.81818,0.94,1,1.06383,0,0,1
1140,15,3.46,0,1.07273,1.32,4,3.030303,1,0,1
930,18,3,0,0.75472,1.32,20,15.15152,0,0,1
990,48,2.81,0,0.90385,1.01,24,23.76238,0,0,1
880,42,2.5,0,0.72549,1.78,24,13.48315,0,0,1
1120,16,3.25,0,0.93103,1.96,41,20.91837,0,0,1
790,114,2.66,0,0.92683,1.92,9,4.6875,1,0,1
950,114,2.29,0,0.58333,1.92,15,7.8125,0,0,1
970,17,2.88,0,0.76364,1.96,24,12.2449,1,0,1
1170,79,2.58,0,0.98305,1.71,1,0.5847953,1,0,1
840,91,2.74,0,0.95349,2.3,37,16.08696,0,0,1
960,87,2.91,0,1,1.92,18,9.375,0,0,1
970,18,2.05,0,0.67241,1.96,29,14.79592,0,0,1
1080,13,3.53,0,0.8,1.96,36,18.36735,1,0,1
860,48,2.75,0,0.59259,1.78,22,12.35955,1,0,1
1040,48,2.83,0,0.67742,1.78,12,6.741573,1,0,1
980,117,2.08,0,1.17778,1.92,32,16.66667,1,0,1
1130,118,2.02,0,1.30612,2.5,101,40.4,0,0,0
990,87,3.51,0,0.94118,2.04,60,29.41176,0,0,1
1010,16,2.81,0,0.83636,2.37,58,24.47257,1,0,1
1010,45,3.4,0,1.19565,2.38,18,7.563025,1,0,1
1090,14,2,0,0.78689,2.37,117,49.36709,0,0,1
1090,17,2.52,0,1.0566,2.37,48,20.25316,1,0,1
840,17,2.64,0,0.90909,2.37,84,35.44304,1,0,1
1310,44,2.29,0,0.92647,2.38,147,61.76471,0,0,1
830,40,2.05,0,0.84444,2.38,70,29.41176,0,0,1
1100,15,4,0,1.03704,2.37,17,7.172996,1,0,1
970,16,3.81,0,0.25974,2.37,25,10.54852,0,0,0
1010,15,3.6,0,0.98039,2.37,21,8.86076,1,0,1
1170,16,4,0,0.74627,2.37,12,5.063291,0,0,1
1090,50,3.36,0,1.01852,2.38,55,23.10924,1,0,1
1040,16,3.18,0,0.82456,2.37,38,16.03375,1,0,1
1080,79,2.94,0,0.8,2.51,18,7.171315,1,0,1
1010,48,3.2,0,0.68333,2.38,46,19.32773,0,0,1
1070,17,1.76,0,0.87719,2.37,127,53.5865,0,0,1
1060,47,2.91,0,1,2.38,38,15.96639,1,0,1
1310,78,3.03,0,0.95522,2.51,29,11.55379,1,0,1
1050,15,2.86,0,1.14286,2.37,88,37.1308,1,0,1
1090,108,3.53,0,0.78689,2.04,16,7.843137,1,0,1
880,15,3.2,0,1,2.37,66,27.8481,1,0,1
1070,47,2.61,0,0.91071,2.38,45,18.90756,1,0,1
1290,17,3.41,0,0.89706,2.37,11,4.64135,1,0,1
1120,16,2,0,1,2.37,49,20.67511,1,0,1
1110,73,2.75,0,0.81967,2.51,90,35.85658,0,0,1
1090,77,2.22,0,1.0566,2.04,88,43.13726,1,0,1
960,45,2.44,0,1,2.38,54,22.68908,1,0,1
930,18,3.22,0,0.9375,2.37,58,24.47257,1,0,1
1210,18,3.16,0,0.80597,2.37,49,20.67511,0,0,1
1300,67,2.23,0,1,2.51,61,24.30279,0,0,1
1040,16,2.18,0,0.73333,2.37,140,59.07173,0,0,1
1050,15,1.66,0,0.98113,2.37,83,35.0211,0,0,1
990,82,2.7,0,0.83333,2.51,34,13.54582,1,0,1
810,107,2.53,0,0.7234,2.04,31,15.19608,0,0,1
1010,133,2.54,0,0.90566,2.04,36,17.64706,0,0,1
900,13,2.53,0,0.8,2.46,109,44.30894,0,0,1
1180,45,3.33,0,0.78788,2.38,17,7.142857,0,0,1
